Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
80,5165622,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.774350117,1721874.0,2981772.238,5164928,134,5165622,2582811.0,3651664.881,5164928,694,0,0.0,0.0,0,0,0,0,0,0,104,40,0.580762588,0.193587529,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
80,5907301,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.677128184,1969100.333,3409804.147,5906403,124,5907301,2953650.5,4175822.632,5906403,898,0,0.0,0.0,0,0,0,0,0,0,104,40,0.507846138,0.169282046,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
80,5396015,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.741287784,1798671.667,3114791.431,5395323,130,5396015,2698007.5,3814580.162,5395323,692,0,0.0,0.0,0,0,0,0,0,0,104,40,0.555965838,0.185321946,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
80,52,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,38461.53846,52.0,0.0,52,52,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,19230.76923,19230.76923,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,237,236,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
80,5147945,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.777009078,1715981.667,2971409.676,5147070,124,5147945,2573972.5,3638909.382,5147070,875,0,0.0,0.0,0,0,0,0,0,0,104,40,0.582756809,0.19425227,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
80,5874380,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.680922923,1958126.667,3390843.095,5873535,135,5874380,2937190.0,4152618.923,5873535,845,0,0.0,0.0,0,0,0,0,0,0,104,40,0.510692192,0.170230731,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
80,5367384,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.745242002,1789128.0,3098116.699,5366525,98,5367384,2683692.0,3794098.814,5366525,859,0,0.0,0.0,0,0,0,0,0,0,104,40,0.558931502,0.186310501,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
80,5109660,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.782830952,1703220.0,2949307.556,5108787,94,5109660,2554830.0,3611840.627,5108787,873,0,0.0,0.0,0,0,0,0,0,0,104,40,0.587123214,0.195707738,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
80,5817573,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.687571948,1939191.0,3357979.747,5816652,105,5817573,2908786.5,4112342.828,5816652,921,0,0.0,0.0,0,0,0,0,0,0,104,40,0.515678961,0.171892987,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
80,5263155,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.760000418,1754385.0,3037908.881,5262260,123,5263155,2631577.5,3720346.87,5262260,895,0,0.0,0.0,0,0,0,0,0,0,104,40,0.570000314,0.190000105,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
80,5006190,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.799010825,1668730.0,2889719.804,5005491,92,5006190,2503095.0,3538922.362,5005491,699,0,0.0,0.0,0,0,0,0,0,0,104,40,0.599258118,0.199752706,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
80,5748054,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.695887687,1916018.0,3318049.035,5747371,140,5748054,2874027.0,4063522.054,5747371,683,0,0.0,0.0,0,0,0,0,0,0,104,40,0.521915765,0.173971922,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
80,5108635,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.782988019,1702878.333,2948737.418,5107787,124,5108635,2554317.5,3611151.198,5107787,848,0,0.0,0.0,0,0,0,0,0,0,104,40,0.587241014,0.195747005,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
80,5855634,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.683102803,1951878.0,3380144.79,5854933,129,5855634,2927817.0,4139567.146,5854933,701,0,0.0,0.0,0,0,0,0,0,0,104,40,0.512327102,0.170775701,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
80,5344025,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.748499492,1781341.667,3084616.515,5343150,139,5344025,2672012.5,3777558.879,5343150,875,0,0.0,0.0,0,0,0,0,0,0,104,40,0.561374619,0.187124873,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
80,5072515,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.788563464,1690838.333,2927838.495,5071615,130,5072515,2536257.5,3585536.962,5071615,900,0,0.0,0.0,0,0,0,0,0,0,104,40,0.591422598,0.197140866,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
80,5813832,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.688014377,1937944.0,3355928.122,5813036,163,5813832,2906916.0,4109874.318,5813036,796,0,0.0,0.0,0,0,0,0,0,0,104,40,0.516010783,0.172003594,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
80,8555980,4,4,383,370,383,0,95.75,191.5,370,0,92.5,185.0,88.00862087,0.935018548,1222282.857,2128260.126,5004010,131,3551970,1183990.0,2048067.911,3548895,885,8555849,2851949.667,2573688.591,5004762,1305,0,0,0,0,136,136,0.467509274,0.467509274,0,383,83.66666667,166.0527025,27573.5,0,0,0,1,0,0,0,0,1,94.125,95.75,92.5,136,0,0,0,0,0,0,4,383,4,370,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
80,33988210,203,104,43906,72192,602,0,216.2857143,228.4931854,1068,0,694.1538462,362.6560533,3415.831549,9.032543932,111072.5817,291945.2286,2304893,2,34000000,168247.8713,345999.0356,2304893,683,34000000,329981.4175,451758.8779,2305514,2,0,0,0,0,6504,3336,5.972659343,3.059884589,0,1068,376.9415584,360.6869078,130095.0454,0,0,0,1,0,0,0,0,0,378.1693811,216.2857143,694.1538462,6504,0,0,0,0,0,0,203,43906,104,72192,29200,1176,101,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
80,5763157,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.694064035,1921052.333,3326764.429,5762469,96,5763157,2881578.5,4074194.417,5762469,688,0,0.0,0.0,0,0,0,0,0,0,104,40,0.520548026,0.173516009,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
80,51,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,39215.68627,51.0,0.0,51,51,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,19607.84314,19607.84314,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,1444,1174,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
80,5234042,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.764227723,1744680.667,3021276.276,5233350,133,5234042,2617021.0,3700047.955,5233350,692,0,0.0,0.0,0,0,0,0,0,0,104,40,0.573170792,0.191056931,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
80,5978828,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.669027441,1992942.667,3451244.899,5978097,123,5978828,2989414.0,4226636.032,5978097,731,0,0.0,0.0,0,0,0,0,0,0,104,40,0.501770581,0.16725686,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
80,5732160,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.697817228,1910720.0,3308853.579,5731455,127,5732160,2866080.0,4052252.186,5731455,705,0,0.0,0.0,0,0,0,0,0,0,104,40,0.523362921,0.174454307,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
80,79,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,25316.4557,79.0,0.0,79,79,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,12658.22785,12658.22785,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,237,235,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
80,5208600,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.76796068,1736200.0,3006578.674,5207898,89,5208600,2604300.0,3682043.603,5207898,702,0,0.0,0.0,0,0,0,0,0,0,104,40,0.57597051,0.19199017,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
80,5951501,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.672099358,1983833.667,3435491.029,5950797,144,5951501,2975750.5,4207351.109,5950797,704,0,0.0,0.0,0,0,0,0,0,0,104,40,0.504074518,0.168024839,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
80,5700606,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.701679786,1900202.0,3290460.94,5699699,128,5700606,2850303.0,4029654.468,5699699,907,0,0.0,0.0,0,0,0,0,0,0,104,40,0.52625984,0.175419947,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
80,5441768,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.735055225,1813922.667,3141173.164,5441037,129,5441768,2720884.0,3846877.264,5441037,731,0,0.0,0.0,0,0,0,0,0,0,104,40,0.551291419,0.183763806,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
80,5168188,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.773965653,1722729.333,2983231.202,5167468,157,5168188,2584094.0,3653442.547,5167468,720,0,0.0,0.0,0,0,0,0,0,0,104,40,0.58047424,0.193491413,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
80,5905849,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.677294662,1968616.333,3408987.481,5904976,155,5905849,2952924.5,4174831.268,5904976,873,0,0.0,0.0,0,0,0,0,0,0,104,40,0.507970996,0.169323665,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
80,5392217,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.741809909,1797405.667,3112439.314,5391341,125,5392217,2696108.5,3811634.355,5391341,876,0,0.0,0.0,0,0,0,0,0,0,104,40,0.556357431,0.185452477,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
80,5079982,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.787404365,1693327.333,2932326.23,5079286,127,5079982,2539991.0,3591105.428,5079286,696,0,0.0,0.0,0,0,0,0,0,0,104,40,0.590553274,0.196851091,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
80,5722178,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.699034528,1907392.667,3302867.914,5721216,105,5722178,2861089.0,4044830.394,5721216,962,0,0.0,0.0,0,0,0,0,0,0,104,40,0.524275896,0.174758632,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
80,5198894,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.769394414,1732964.667,3000883.98,5198087,130,5198894,2599447.0,3675031.932,5198087,807,0,0.0,0.0,0,0,0,0,0,0,104,40,0.57704581,0.192348603,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
80,5946034,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.67271731,1982011.333,3432193.504,5945167,85,5946034,2973017.0,4203254.839,5945167,867,0,0.0,0.0,0,0,0,0,0,0,104,40,0.504537983,0.168179328,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
80,5390996,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.74197792,1796998.667,3111759.484,5390149,110,5390996,2695498.0,3810811.99,5390149,847,0,0.0,0.0,0,0,0,0,0,0,104,40,0.55648344,0.18549448,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
80,5137816,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.778540921,1712605.333,2965634.437,5137025,124,5137816,2568908.0,3631865.891,5137025,791,0,0.0,0.0,0,0,0,0,0,0,104,40,0.583905691,0.19463523,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
80,5053538,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.79152467,1684512.667,2916928.881,5052692,138,5053538,2526769.0,3572194.564,5052692,846,0,0.0,0.0,0,0,0,0,0,0,104,40,0.593643503,0.197881168,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
80,7525506,4,4,602,364,602,0,150.5,301.0,364,0,91.0,182.0,128.3634615,1.063051441,1075072.286,1969255.252,5001695,51,2523811,841270.3333,1452258.051,2518192,876,7525370,2508456.667,2499279.125,5002456,3931,0,0,0,0,136,136,0.531525721,0.531525721,0,602,107.3333333,221.137966,48902.0,0,0,0,1,0,0,0,0,1,120.75,150.5,91.0,136,0,0,0,0,0,0,4,602,4,364,29200,236,1,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
80,32918545,203,104,43951,72197,602,0,216.5073892,228.6511756,1069,0,694.2019231,362.6931459,3528.345496,9.326050103,107576.9444,271675.4654,1272532,4,32900000,162949.6287,320913.1803,1272532,874,32900000,319596.3883,417112.7042,1273451,4,0,0,0,0,6504,3336,6.166736713,3.15931339,0,1069,377.1038961,360.7143414,130114.8361,0,0,0,1,0,0,0,0,0,378.3322476,216.5073892,694.2019231,6504,0,0,0,0,0,0,203,43951,104,72197,29200,1174,101,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
80,5832525,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.685809319,1944175.0,3366661.649,5831661,99,5832525,2916262.5,4122996.098,5831661,864,0,0.0,0.0,0,0,0,0,0,0,104,40,0.514356989,0.17145233,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
80,49,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,40816.32653,49.0,0.0,49,49,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,20408.16327,20408.16327,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,1444,1176,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
80,5331728,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.750225818,1777242.667,3077662.322,5331021,167,5331728,2665864.0,3769101.175,5331021,707,0,0.0,0.0,0,0,0,0,0,0,104,40,0.562669363,0.187556454,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
80,5068168,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.78923982,1689389.333,2925508.012,5067475,130,5068168,2534084.0,3582755.911,5067475,693,0,0.0,0.0,0,0,0,0,0,0,104,40,0.591929865,0.197309955,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
80,5798244,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.689864035,1932748.0,3346885.959,5797399,93,5798244,2899122.0,4098782.641,5797399,845,0,0.0,0.0,0,0,0,0,0,0,104,40,0.517398026,0.172466009,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
80,72,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,27777.77778,72.0,0.0,72,72,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,13888.88889,13888.88889,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,237,236,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
80,5280266,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.757537594,1760088.667,3047787.924,5279371,95,5280266,2640133.0,3732446.174,5279371,895,0,0.0,0.0,0,0,0,0,0,0,104,40,0.568153195,0.189384398,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
80,5029699,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.795276218,1676566.333,2903296.19,5029004,160,5029699,2514849.5,3555551.392,5029004,695,0,0.0,0.0,0,0,0,0,0,0,104,40,0.596457164,0.198819055,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
80,5750812,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.69555395,1916937.333,3319460.377,5749920,128,5750812,2875406.0,4065176.684,5749920,892,0,0.0,0.0,0,0,0,0,0,0,104,40,0.521665462,0.173888487,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
80,5231637,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.764579041,1743879.0,3019724.077,5230756,136,5231637,2615818.5,3698080.077,5230756,881,0,0.0,0.0,0,0,0,0,0,0,104,40,0.573434281,0.19114476,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
80,5984113,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.668436575,1994704.333,3454272.815,5983355,103,5984113,2992056.5,4230334.908,5983355,758,0,0.0,0.0,0,0,0,0,0,0,104,40,0.501327431,0.167109144,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
80,5320718,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.751778237,1773572.667,3071148.089,5319829,133,5320718,2660359.0,3761058.543,5319829,889,0,0.0,0.0,0,0,0,0,0,0,104,40,0.563833678,0.187944559,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
80,5058590,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.790734177,1686196.667,2919814.481,5057708,122,5058590,2529295.0,3575715.956,5057708,882,0,0.0,0.0,0,0,0,0,0,0,104,40,0.593050633,0.197683544,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack � Brute Force
